epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,354.363,1.11773,1.80814,1.24157,1,0.99947,0.995,0.8946,0.5056,1.61166,0.80117,0.000661616,0.000661616,0.000661616
2,721.984,1.10362,1.21678,1.24859,0.82922,0.885,0.94792,0.80765,0.66779,1.67016,0.9446,0.00130637,0.00130637,0.00130637
3,1088.99,1.07686,0.96168,1.23212,0.99967,1,0.995,0.89704,0.51567,0.60097,0.85663,0.00192912,0.00192912,0.00192912
4,1450.89,1.04191,0.85158,1.21405,0.99958,1,0.995,0.90064,0.46239,0.48896,0.83828,0.001901,0.001901,0.001901
5,1815.61,0.98407,0.75681,1.17552,0.99946,1,0.995,0.92453,0.38341,0.41474,0.83239,0.001868,0.001868,0.001868
6,2167.33,0.96458,0.72062,1.18228,0.99955,1,0.995,0.89358,0.47427,0.43011,0.88826,0.001835,0.001835,0.001835
7,2504.36,0.92267,0.67797,1.15444,0.9997,1,0.995,0.96222,0.31443,0.339,0.81313,0.001802,0.001802,0.001802
8,2842.43,0.90181,0.66416,1.14459,0.99965,1,0.995,0.94928,0.36698,0.34919,0.84261,0.001769,0.001769,0.001769
9,3180.51,0.89252,0.63541,1.14112,0.99968,1,0.995,0.9171,0.39651,0.33397,0.86199,0.001736,0.001736,0.001736
10,3520.04,0.83735,0.58233,1.10985,0.99971,1,0.995,0.93262,0.3835,0.30342,0.8375,0.001703,0.001703,0.001703
11,3857.98,0.84102,0.58162,1.11573,0.9997,1,0.995,0.96222,0.30434,0.29356,0.80629,0.00167,0.00167,0.00167
12,4195.43,0.7952,0.55818,1.08671,0.9997,1,0.995,0.96341,0.28605,0.27302,0.81484,0.001637,0.001637,0.001637
13,4534.01,0.7714,0.53996,1.08561,0.9996,1,0.995,0.97932,0.27234,0.26449,0.81253,0.001604,0.001604,0.001604
14,4872.92,0.775,0.53062,1.0832,0.99971,1,0.995,0.97717,0.26775,0.26323,0.81179,0.001571,0.001571,0.001571
15,5212.6,0.76229,0.52544,1.08339,0.99968,1,0.995,0.97543,0.25997,0.24832,0.80888,0.001538,0.001538,0.001538
16,5549.42,0.756,0.53035,1.07796,0.99972,1,0.995,0.98329,0.25271,0.25425,0.80181,0.001505,0.001505,0.001505
17,5887.92,0.74192,0.50703,1.05545,0.99969,1,0.995,0.98107,0.25264,0.26728,0.78249,0.001472,0.001472,0.001472
18,6226.75,0.74048,0.50531,1.06188,0.9997,1,0.995,0.98782,0.25286,0.24869,0.8053,0.001439,0.001439,0.001439
19,6566.4,0.7064,0.49181,1.0463,0.9997,1,0.995,0.9728,0.30483,0.25036,0.81752,0.001406,0.001406,0.001406
20,6903.75,0.70108,0.48609,1.04391,0.99971,1,0.995,0.95215,0.35623,0.25762,0.8252,0.001373,0.001373,0.001373
21,7242.84,0.70246,0.46538,1.04419,0.99972,1,0.995,0.98462,0.23811,0.2179,0.80147,0.00134,0.00134,0.00134
22,7579.54,0.69144,0.46723,1.03859,0.99972,1,0.995,0.97973,0.2624,0.23258,0.81251,0.001307,0.001307,0.001307
23,7918.56,0.65639,0.44576,1.01743,0.99971,1,0.995,0.9876,0.2421,0.21422,0.80235,0.001274,0.001274,0.001274
24,8257.04,0.68183,0.46904,1.03989,0.99972,1,0.995,0.99467,0.20351,0.20952,0.80546,0.001241,0.001241,0.001241
25,8594.03,0.65869,0.44997,1.02851,0.99973,1,0.995,0.99257,0.20753,0.20421,0.78912,0.001208,0.001208,0.001208
